tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CE,9283771251,Gabriela Castaneda,28011995,41,3,41,55,1
TI,5425591428,Sofía González,27051927,99,90,99,32,0
CC,1714654226,Gabriela Cartagena,13011974,17,75,17,6,1
CE,4735633631,Laura Rodríguez,12081941,19,90,19,81,0
CE,0247234900,Marcela Rodríguez,11051937,70,50,70,42,0
CE,0206801344,Gabriela González,04101984,91,6,91,54,0
TI,3916200948,Gabriela López,09071944,63,93,63,16,1
TI,4127089524,Carlos Perez,19041969,41,99,41,40,0
CE,5359284268,Melissa Martínez,11121973,99,6,99,31,0
CE,4581376931,Miguel Cifuentes,13021951,44,73,44,21,1
CE,0812226123,Sofía Cartagena,15111979,44,74,44,91,0
CC,6553839545,Miguel Murillo,21031948,25,30,25,1,0
TI,6898630735,Ana Cartagena,17072002,44,50,44,55,1
CC,6786046560,María Perez,17041991,18,98,18,13,1
CE,9122611148,Luis López,19031940,44,73,44,93,0
TI,0317784011,David Cartagena,21021927,66,3,66,55,1
CE,3141973274,Luis Rodríguez,26091973,73,79,73,62,0
CE,6684340653,Miguel González,09051986,99,95,99,38,0
CC,3536289346,Marcela Rodríguez,03061948,91,92,91,58,1
TI,6770767338,Carlos Murillo,12111966,95,50,95,73,0
CE,6990597553,Gabriela González,09121937,95,1,95,65,0
CE,9785130977,Melissa Rodríguez,16071952,88,95,88,65,1
CE,4722109547,Carlos Martínez,22021978,81,1,81,29,0
CC,7918367393,Daniela González,11051993,15,35,15,83,0
TI,6500605340,Carlos López,19112005,23,52,23,100,1
CC,1186726262,Melissa Martínez,07031968,17,87,17,54,1
TI,4674912404,Marcela González,24121954,52,67,52,24,1
CC,7294609174,Marcela Perez,04121995,85,22,85,59,0
CE,1385830694,Carlos Hurtado,04052005,44,77,44,51,1
CE,9688996624,Melissa Cartagena,17061950,97,99,97,42,1
TI,0204694467,Melissa Perez,22021979,11,79,11,43,0
CE,3391727027,Melissa Rodríguez,21011934,18,81,18,55,1
TI,6512427035,Daniela Martínez,22011985,13,87,13,88,0
CC,4179128617,Ana González,13071992,50,6,50,13,1
CC,3263325314,Melissa Hernández,02021974,86,20,86,88,0
TI,3305697873,Ana Castaneda,23011962,85,54,85,74,1
TI,9322053255,Juan Hurtado,23061988,99,21,99,94,0
CC,2428542738,David Hurtado,10051980,23,16,23,53,0
TI,9424798875,Gabriela Castaneda,16101932,20,100,20,55,1
TI,5983938820,Daniela González,14071938,11,13,11,19,1
CC,2359167258,María Rodríguez,04041913,27,77,27,21,0
CC,8783665666,Carlos Perez,23051961,5,83,5,24,1
TI,6047784050,Manuela Cifuentes,16081988,5,1,5,97,1
CC,6133388634,Miguel López,10112001,27,6,27,41,0
CE,5396144586,Miguel Rodríguez,21091962,86,53,86,67,0
CC,9711017055,Luis Murillo,13091932,86,68,86,50,1
CC,2873497769,María Rodríguez,08082000,19,88,19,73,1
TI,5304041713,Laura Cartagena,04031999,27,90,27,4,1
CE,0570406835,Juan Cifuentes,22121934,86,21,86,77,0
CC,5267988417,Manuela López,20081982,25,68,25,60,1
TI,3765483888,Miguel Hernández,25122003,41,55,41,92,1
CE,4066125987,Marcela Martínez,21061983,13,54,13,93,0
TI,8184105514,Miguel Cifuentes,12061996,8,58,8,81,0
TI,9549219419,Sofía Castaneda,02041979,97,67,97,67,1
TI,2330869038,Daniela Hernández,11011992,17,68,17,22,0
CE,2466886658,Miguel García,20081971,95,31,95,45,0
CC,3159932504,Miguel Hernández,04071973,63,91,63,51,0
CE,9237119478,Luis Cifuentes,22081990,18,38,18,51,1
CC,9804552965,Carlos Cartagena,01091978,52,29,52,91,1
TI,2534634651,María Cifuentes,10011995,85,68,85,20,1
CE,4909163586,Miguel Hurtado,24081950,94,67,94,1,0
CC,8869353805,Daniela Perez,23121934,86,91,86,15,0
CE,2480984744,Ana González,18091979,68,81,68,21,1
CC,4330839126,David Hurtado,08121994,15,90,15,16,1
CE,2603222876,Sofía González,20041980,47,13,47,87,0
CC,9043607393,Juan López,02071965,27,73,27,50,0
TI,5555343822,David López,25041973,91,13,91,16,0
TI,9002494128,Ana Murillo,26061927,23,38,23,32,0
CC,7007400375,Carlos Cartagena,26121980,97,68,97,6,0
CC,1194325450,Manuela González,21011938,25,50,25,13,1
CC,7892777008,María González,09051929,44,88,44,36,0
TI,0188090592,Juan Cifuentes,07041998,70,29,70,74,1
CE,5698532155,Laura Perez,14011979,95,1,95,42,0
CE,0972115800,Laura López,15011905,15,3,15,32,1
CC,0593471863,Sofía Perez,14121972,13,77,13,22,0
CE,6050495672,Carlos Perez,21041978,81,83,81,65,0
TI,9758555239,María Cartagena,16061904,68,38,68,93,1
CC,2423251928,Daniela González,23102007,19,77,19,31,0
TI,0632990858,Ana Hurtado,03091992,25,38,25,35,0
TI,6138458654,Luis González,16051963,25,55,25,31,0
CE,7883379302,Melissa García,05071983,68,45,68,58,1
TI,3150133168,Luis Cifuentes,17051961,99,43,99,42,1
CC,9070286190,Marcela Hurtado,01041979,91,73,91,2,1
CE,4422196158,David Hurtado,04051933,52,40,52,2,0
TI,2718302458,David García,23041969,17,13,17,52,0
CC,7047491654,Gabriela Murillo,28091939,11,60,11,44,0
CE,7302856605,Marcela Martínez,25032000,97,26,97,40,0
CE,4788368740,María García,06122006,94,47,94,43,0
TI,6392095550,María González,11071974,27,29,27,73,1
TI,3112808609,David Murillo,12071939,5,13,5,13,0
CC,3932005198,David Castaneda,16121953,17,31,17,60,1
TI,9613584279,Manuela Rodríguez,09021969,97,74,97,65,0
CC,6228438525,María García,26112004,5,21,5,100,1
TI,1596747498,María Cartagena,15022007,95,94,95,60,0
CC,5773315488,Daniela Hurtado,20091998,66,78,66,29,0
TI,6834873637,David Castaneda,28121962,54,32,54,26,0
CC,8546056943,Carlos Perez,11032001,23,40,23,16,1
CE,5770890737,Sofía Rodríguez,20081982,95,52,95,3,0
TI,9583381558,Miguel Cartagena,24121960,27,42,27,29,1
CE,0016848232,David Perez,07102003,17,21,17,32,0
CC,4440352123,Marcela García,03111933,23,62,23,59,0
CC,8926813328,María López,14091982,94,43,94,36,0
CE,8546094123,Miguel Martínez,04041927,86,47,86,45,0
CC,8200995153,Melissa García,27031934,52,77,52,59,0
CE,5216049747,Manuela López,23021936,50,47,50,74,0
CE,2356857594,David González,12112004,94,10,94,75,1
CC,6799760454,Manuela Castaneda,25021942,86,19,86,47,1
CC,1647950452,Marcela García,28051977,27,78,27,44,0
CC,4281939967,Carlos Cartagena,20041939,44,6,44,6,0
TI,7442128524,David Rodríguez,23012001,85,62,85,94,0
TI,5149087191,Marcela Perez,09021974,47,51,47,92,0
CC,9028918958,María Hurtado,22101998,20,53,20,98,1
CC,6846299629,Juan Perez,26061966,81,35,81,42,0
CC,1719923730,Juan Hernández,08051981,52,83,52,86,0
TI,4588050307,Sofía Perez,28021946,41,31,41,2,0
TI,8261330929,María González,18072018,17,51,17,88,0
TI,0540422428,Ana López,17112008,70,42,70,54,0
CC,7297380834,Ana Murillo,27022002,23,13,23,87,1
CC,3478355482,Carlos López,18031989,50,35,50,58,1
CE,8302076994,Sofía González,11041942,99,36,99,60,1
TI,8250697239,María Cartagena,09061970,94,3,94,79,1
CE,7375365256,Juan Cartagena,15031938,18,62,18,83,1
CE,8430206374,Melissa Cartagena,01011962,68,6,68,83,0
TI,8566388401,Laura Perez,23121954,50,60,50,4,0
TI,0308593812,Gabriela Martínez,27082002,50,87,50,11,1
CC,7533775520,Manuela Murillo,17051952,27,47,27,11,0
CC,2909449796,Juan González,25111951,11,3,11,60,0
CC,5951015662,Marcela López,02021982,54,31,54,91,0
TI,7923867945,Laura Castaneda,02101958,11,77,11,74,1
TI,1198217699,Melissa Cartagena,27121974,5,81,5,62,1
CC,2678254650,Melissa Martínez,06011968,97,93,97,15,1
TI,8731625236,Melissa Rodríguez,11091980,54,43,54,53,1
CE,5240635666,Marcela López,14081987,13,52,13,26,1
TI,6838575097,Ana Martínez,26041967,94,54,94,6,0
CE,2629609571,Ana Hurtado,18061906,5,97,5,77,0
TI,4472929870,Marcela López,07021998,5,31,5,93,1
TI,8722922860,Luis Martínez,02091935,52,20,52,67,1
TI,8816453667,Marcela Cifuentes,06091998,8,19,8,52,0
CC,8676659860,María Castaneda,09041926,15,51,15,38,1
CC,0675863841,David Hernández,12111998,94,83,94,93,0
CE,7609143603,Carlos Perez,12092008,17,74,17,31,0
TI,5590422797,Juan González,02071967,5,65,5,87,0
CE,6955614408,Juan López,01071938,47,11,47,29,0
TI,0010351290,Melissa García,20011934,81,13,81,99,1
TI,9408934864,Juan Martínez,22081950,88,92,88,15,0
CE,2776648829,Gabriela Hernández,08121925,70,41,70,40,1
CE,4424092991,Miguel González,17071976,44,92,44,30,0
TI,0525961700,María Castaneda,26021930,68,83,68,24,1
CC,3366351052,Gabriela González,25061977,23,43,23,19,0
CE,3055883691,Ana López,07011996,99,99,99,91,0
CE,3499378298,Marcela López,17041970,41,81,41,22,0
CC,8193986906,Miguel Perez,01031965,52,50,52,86,0
CE,0821012546,Luis Murillo,02091991,20,58,20,87,1
TI,4248186652,Manuela Cifuentes,28011932,97,40,97,81,1
CE,9331346456,Gabriela Murillo,02011990,91,36,91,11,0
CE,3487116332,Ana Rodríguez,03091997,86,21,86,45,0
CE,6650983826,Daniela Perez,26041999,63,24,63,95,1
CC,7677942043,David Rodríguez,01081931,54,24,54,78,0
TI,9682935155,Miguel García,18071990,70,29,70,95,1
TI,6979477282,Juan González,24081942,44,35,44,60,0
CC,8150403026,Ana Martínez,26021949,76,11,76,79,1
CC,5826110655,Miguel Cifuentes,15111910,50,20,50,100,1
CC,7678647659,Carlos Rodríguez,08111956,5,58,5,79,0
CE,9636049776,Manuela Perez,06082006,91,50,91,93,0
TI,5169476618,Juan Castaneda,22121984,20,97,20,30,1
CC,3053356821,Sofía González,01081931,27,30,27,77,0
CE,9267834086,Daniela Rodríguez,12041971,27,29,27,41,1
CC,9224739134,Miguel Martínez,23041928,54,50,54,78,0
CC,5069260207,María Murillo,21121950,23,16,23,47,1
CC,0694701065,Laura Hernández,09071956,81,21,81,25,0
CE,3626573773,Laura Rodríguez,20031947,50,87,50,24,0
TI,9834709264,Luis Martínez,21051967,20,92,20,58,0
CC,4863263074,Ana Martínez,21051970,11,43,11,78,0
CC,8843258964,Laura Hernández,28081988,27,31,27,93,1
CC,5306331057,Carlos Hernández,11061931,17,2,17,43,0
TI,1469455165,Sofía López,27011954,99,3,99,97,1
CC,7928014886,Laura García,27011943,66,81,66,73,1
CE,2934188202,Sofía Hurtado,10012001,47,11,47,95,1
CE,5119659067,Manuela Perez,23051948,86,44,86,68,1
TI,4477161285,Manuela Perez,02061991,13,77,13,98,1
CE,5649869915,Gabriela Perez,09081986,68,94,68,15,0
CC,1931265934,Manuela Hernández,03041937,8,42,8,91,0
CE,8446986985,Ana García,07071931,68,15,68,45,1
CC,2378431155,Ana Cartagena,15081942,41,53,41,36,0
CE,8793997546,Juan Cartagena,26101957,52,98,52,90,1
CC,2112509228,Ana Rodríguez,12091972,8,95,8,87,1
CE,6831643556,Luis Martínez,27012009,86,67,86,31,0
CC,3089874236,David Murillo,25031935,13,30,13,42,1
TI,3509864850,Juan González,09031931,68,87,68,51,1
CC,2073210721,Luis Martínez,12051949,44,29,44,74,1
CC,4184722100,Luis González,01062000,95,55,95,81,0
CC,6127846779,Miguel Hernández,05081948,27,32,27,100,1
CC,4018907061,Laura González,25021946,27,97,27,99,0
CC,7609910449,Juan López,13092007,25,51,25,51,0
TI,2725086889,Laura Martínez,02041939,47,65,47,81,1
CE,6116049423,Melissa Hernández,02111995,81,22,81,54,0
CC,2840835260,Miguel Castaneda,18011936,66,81,66,74,0
CE,1948829856,Gabriela Hernández,07012007,99,73,99,45,0
CC,4842831635,Marcela Martínez,27111934,88,91,88,55,1
CC,6298726872,Sofía Perez,12102008,97,21,97,34,1
TI,3567274766,Gabriela López,13121988,17,36,17,42,0
CC,5877855380,Gabriela Hurtado,26081946,91,88,91,24,0
CC,9858597598,Daniela Hurtado,07031989,54,31,54,60,1
TI,3748718091,Sofía Cifuentes,11081947,5,26,5,22,0
CE,0532698238,Melissa Hurtado,27031986,5,26,5,25,0
CE,0403946561,Sofía González,23061960,81,78,81,2,1
CE,7488496372,Miguel Murillo,13051997,70,93,70,52,0
CC,2670632775,Gabriela López,06061977,47,59,47,62,1
CC,6326782593,Laura Perez,28111942,99,35,99,65,1
TI,7943349243,Gabriela Perez,09101930,81,3,81,50,1
CC,0130808122,Ana Murillo,26081974,8,78,8,32,1
CE,6966436866,Laura Hernández,04011921,18,16,18,38,1
CE,2792033316,David Hernández,05072007,97,51,97,2,0
CC,4473633937,Marcela Perez,16091960,54,4,54,98,1
CE,7195594577,Ana González,17031970,66,36,66,74,1
CE,4232550857,Melissa García,27091957,91,94,91,88,0
CE,7975198355,Sofía Martínez,19101927,85,11,85,38,0
CE,7553738937,Carlos Cifuentes,16081984,68,74,68,93,1
CC,0132016442,Manuela Cifuentes,05031968,50,90,50,21,0
CE,7186460645,Juan Cartagena,21091952,52,2,52,77,1
CC,9956192661,María García,07071972,13,98,13,79,0
CC,1127581139,Carlos García,15051927,23,3,23,35,0
CE,4473859319,Daniela González,08051965,81,25,81,77,1
CE,5596957312,Sofía Castaneda,27021939,95,6,95,45,1
CE,5500189059,Sofía Hurtado,06081968,95,78,95,94,0
CC,2006060030,Manuela Rodríguez,05041976,41,19,41,98,1
TI,0035554042,Laura Perez,11061992,88,22,88,24,1
TI,8850047516,Ana Cartagena,14042000,52,38,52,51,0
CE,2801782130,María Castaneda,20032007,88,31,88,60,0
CE,8325563166,Juan Murillo,16121928,94,75,94,97,0
CE,4584266495,Miguel García,20061928,97,52,97,32,1
CE,3134113527,Sofía López,28021970,54,78,54,87,0
CC,4589340861,Ana Hernández,04021951,54,2,54,41,1
CE,6140558489,Gabriela Castaneda,21101998,20,3,20,73,0
CC,0132276927,Daniela García,16071953,27,58,27,45,1
CE,8915014022,Miguel Perez,15011941,76,55,76,47,0
CC,5573585655,Carlos Martínez,17071967,8,55,8,34,1
CC,6692008889,Miguel González,22101981,91,21,91,16,1
CC,0435562512,Laura López,11092005,97,2,97,88,1
CE,6566951120,Laura López,27101968,66,94,66,29,1
TI,5479611947,Miguel González,21071986,86,81,86,22,1
CE,3751921788,Marcela González,12021992,86,38,86,19,1
TI,5467976949,Carlos Hernández,25081963,11,36,11,36,1
CC,7559100429,Ana Hurtado,25121949,88,19,88,2,1
TI,9361483333,Luis González,20052006,95,50,95,38,0
CE,7202135786,María Murillo,05041939,97,55,97,13,0
CC,4604954494,Ana Hurtado,03081948,50,10,50,91,1
TI,1582857720,Miguel Murillo,10112008,95,35,95,79,0
TI,2267767379,Manuela Hernández,02021952,27,53,27,99,1
CC,3556567944,Luis Cifuentes,23052020,52,42,52,30,1
CE,0778306575,Melissa Cartagena,18101960,85,60,85,65,0
TI,9494160056,Gabriela Cifuentes,04011903,85,55,85,1,0
TI,6469614773,Marcela Perez,03031974,85,98,85,25,1
CE,1968626223,María González,28011938,63,29,63,15,0
TI,3553728124,Manuela Martínez,01021982,97,79,97,29,0
TI,6275260817,Ana Hurtado,15051952,47,95,47,65,0
CC,5195664076,Laura Hurtado,10051935,73,35,73,53,1
TI,2375697361,Ana González,05051983,85,16,85,91,1
TI,5147591690,David Murillo,09041971,18,35,18,29,0
CE,6013501163,María Castaneda,22111996,8,4,8,97,1
TI,1431417487,Melissa Cifuentes,05011950,8,10,8,93,1
CC,9079153576,Miguel Cifuentes,21051986,54,21,54,60,1
CC,8472392334,Luis García,21111944,73,43,73,11,0
CC,6215282159,Melissa Murillo,24101977,50,81,50,21,1
CE,6600905090,María Castaneda,17081999,19,97,19,40,0
TI,6315254335,Luis Perez,21101993,85,83,85,29,1
CC,4942251542,Ana López,04071933,13,45,13,78,0
CE,7695734182,Marcela Perez,23091997,13,68,13,19,0
CC,7551927266,Miguel Cifuentes,03031992,99,88,99,73,0
TI,9200481401,María López,01101962,86,36,86,65,1
CC,0264388197,Daniela Castaneda,13061981,97,32,97,51,0
CE,4351138110,Juan Cartagena,14061979,13,45,13,87,1
TI,3458622691,Melissa Hurtado,09101993,85,52,85,79,1
TI,6211729832,Sofía Hernández,23011966,73,92,73,87,1
CE,8204544494,María Hernández,21051985,91,21,91,36,1
CE,8572955731,Sofía Hurtado,26121937,76,60,76,54,1
TI,8207861916,María Cifuentes,14121933,47,54,47,50,0
TI,1997702394,Marcela González,01091995,94,50,94,68,1
CC,0725788174,Sofía Rodríguez,10061980,17,41,17,31,1
TI,6577724050,Laura Cartagena,04091965,70,34,70,68,0
CC,3931734540,Ana Hernández,04081949,86,3,86,20,1
CC,7423498479,Marcela Cartagena,11041998,70,75,70,26,1
CE,3378201514,Marcela Cartagena,25011952,99,44,99,74,1
CE,8993405873,Luis Hurtado,12111953,11,4,11,91,1
CC,1574081945,David Hurtado,18062006,86,43,86,93,0
TI,0026670871,Miguel López,01071972,76,78,76,62,1
CE,0761029749,Melissa Perez,08031931,19,13,19,67,1
TI,3724981292,Gabriela Hernández,22041937,76,4,76,98,1
CC,8113074022,David Perez,23091990,88,73,88,45,1
CC,6101580150,Melissa Perez,18021958,47,20,47,65,0
CE,1975558285,Laura García,18041937,17,44,17,40,1
TI,1955645132,Ana González,17101947,15,34,15,22,0
CC,4526674813,Daniela García,14021925,76,26,76,31,1
CC,8654092330,David García,04041912,99,40,99,40,0
CC,1719811806,Juan Castaneda,25061942,11,32,11,59,1
CE,2698482033,María Castaneda,04082005,94,98,94,4,1
CE,4637617210,Marcela Martínez,05061957,5,26,5,36,1
CE,5680602275,Daniela Castaneda,22121955,23,42,23,20,0
CE,9714138422,María García,07081932,8,100,8,53,0
TI,8180775564,Manuela Murillo,21091966,76,98,76,93,1
TI,7408025216,Luis Cartagena,06021933,23,65,23,20,1
CC,3051210046,Carlos Cartagena,17091991,18,55,18,60,1
CC,5855333054,Sofía García,17101999,88,25,88,78,1
CC,0776023912,Laura Rodríguez,16121926,8,79,8,42,0
CE,9766308693,Juan González,26011961,73,86,73,79,1
TI,5123157405,Sofía Castaneda,08071952,54,10,54,59,1
CC,3037231276,Juan Perez,08081997,54,13,54,32,1
CC,2370765044,Miguel González,19071985,97,13,97,90,1
TI,3518736235,María Martínez,21051941,94,52,94,26,0
CE,9179098445,David Castaneda,17091946,13,65,13,1,1
CC,5101225835,Ana Perez,07091924,99,94,99,99,1
CE,2644889991,Juan Hurtado,20031987,18,15,18,19,1
TI,4251440171,Miguel García,16061991,81,87,81,44,0
TI,3251120904,María Martínez,16011941,27,31,27,51,1
TI,6147600160,Sofía Murillo,11021968,17,19,17,90,1
CC,1836331089,Ana López,25071964,70,29,70,11,0
TI,1385775042,Daniela Cifuentes,22101956,81,41,81,2,0
TI,8093509952,Gabriela Castaneda,16021996,41,50,41,51,0
CC,8510965021,Ana Hernández,06091938,50,20,50,15,1
CE,3703219301,Sofía Cifuentes,24081988,85,40,85,41,1
CE,6899556795,David Cartagena,28031985,11,45,11,13,1
CC,5898819212,Daniela Cifuentes,23021944,13,60,13,21,1
TI,9899269338,Daniela García,24021963,25,41,25,67,1
CC,7697300689,Miguel Rodríguez,08061972,94,10,94,22,0
CE,8363292456,Daniela Cifuentes,21071915,95,92,95,20,0
TI,9742436860,Melissa Hernández,09091950,63,87,63,41,1
TI,4174521239,Melissa Castaneda,23071916,23,65,23,55,0
CC,2650237488,Gabriela López,07111986,86,62,86,86,0
CE,6452832050,Luis Murillo,24051927,91,75,91,99,1
CE,6850651415,Manuela Perez,21091977,85,93,85,55,0
CC,6482776404,Juan García,16011974,20,78,20,22,1
TI,7059678904,Juan López,23011927,95,93,95,52,0
TI,1581612510,María Cifuentes,12011991,94,65,94,98,0
TI,0578034901,María Rodríguez,21051970,99,3,99,87,1
CC,3379600194,Laura Hernández,20031975,70,31,70,2,1
CE,5333120018,David Murillo,21071962,15,42,15,42,1
TI,9186264034,Gabriela López,25061933,91,40,91,68,1
CE,1505832144,David Martínez,11061949,17,74,17,45,1
CE,3041347843,Ana Hurtado,08121990,47,54,47,99,1
CC,2897793211,Juan López,22081926,17,98,17,31,0
TI,8633763797,Gabriela García,12111986,52,78,52,1,0
CC,6136295002,Sofía González,28121935,5,35,5,3,1
TI,4357159434,Gabriela González,01101941,73,52,73,2,0
CE,8261300286,María Cifuentes,07092007,95,60,95,6,1
CC,9679686928,Miguel Martínez,03051917,88,24,88,44,0
TI,6422361213,Laura González,19111999,97,3,97,91,1
CC,0487217235,Juan Hurtado,15101928,95,16,95,43,1
CE,5116129250,Miguel Hurtado,09111930,76,68,76,68,1
CC,1269819784,Daniela Hurtado,07012006,68,29,68,92,0
TI,2295968422,Marcela Murillo,13041949,97,47,97,24,0
TI,8209120863,Gabriela López,06071961,47,40,47,94,1
TI,3431801264,Laura Perez,03111988,97,91,97,99,1
TI,2297871963,Ana Castaneda,01081933,88,99,88,44,0
CE,4963725280,Sofía López,09011938,66,59,66,30,1
CC,6918250203,Melissa López,24061954,18,34,18,32,0
TI,3120179120,Daniela González,10051954,41,81,41,62,0
CC,4833176892,Melissa Murillo,18021942,17,55,17,93,0
TI,4694223729,Sofía Cifuentes,25091934,41,45,41,47,1
CC,3911851205,Gabriela Rodríguez,18071954,25,34,25,53,0
TI,4063463641,Carlos Perez,14061964,25,40,25,54,1
CC,3527501619,María López,22102000,19,67,19,25,1
CE,8765416858,Laura Rodríguez,17081956,66,87,66,25,0
CE,1375263679,Miguel Perez,09121965,81,32,81,100,1
TI,2173096176,Carlos Murillo,07051925,23,62,23,11,0
CE,3097521968,María López,10091956,63,55,63,24,1
CC,8612782555,Juan Hernández,02072005,76,92,76,90,0
TI,9861602982,Carlos Castaneda,21081958,88,91,88,91,0
TI,3266651015,Luis Perez,08071956,23,59,23,97,1
TI,5920942780,Melissa Martínez,21072003,73,100,73,83,1
CC,3872464117,Manuela Martínez,22021932,97,50,97,15,1
CC,2565816922,Daniela Cifuentes,12101989,44,67,44,47,1
TI,0906225022,Sofía Perez,27031932,63,73,63,1,1
CE,2870223458,Melissa López,05101932,63,47,63,2,1
CC,2371351838,María López,06061903,5,24,5,24,0
TI,6013406330,Manuela Murillo,21021965,95,98,95,44,1
TI,4353951137,Luis González,22042018,66,6,66,24,0
CC,5831324950,María Cifuentes,12101989,97,68,97,41,1
CE,7299854847,Juan González,25051931,54,3,54,50,0
TI,1008266259,Gabriela Hurtado,20111998,54,4,54,91,1
CE,8735315797,Carlos Murillo,28031942,70,86,70,10,1
TI,0599629695,Daniela Cartagena,16071933,85,19,85,36,1
TI,3887109101,Sofía González,13071955,88,42,88,58,1
CC,7595260939,Luis Rodríguez,22071994,27,59,27,20,0
TI,5537288907,Marcela López,15021950,20,42,20,92,1
CC,4827233886,Sofía González,26031951,15,26,15,6,0
CC,2956634896,Sofía González,21091950,25,26,25,2,1
TI,6379556731,David Murillo,25051926,47,73,47,36,1
TI,6723159890,Miguel Hernández,24101985,99,11,99,43,0
CC,1137278447,Ana González,16061977,17,11,17,58,1
CE,3003255753,Manuela Martínez,13121994,11,25,11,10,0
TI,4808694076,Manuela García,23101988,70,29,70,92,1
CE,8329506989,Laura Cifuentes,20061930,11,98,11,50,0
CE,4573710497,Carlos Rodríguez,24071941,88,45,88,3,1
TI,4597031694,Daniela Perez,28071962,17,26,17,45,0
CE,2246336084,Ana Cifuentes,08092008,73,95,73,50,0
